,country,article_name,revision_id,article_quality,population
24670,Russia,Andrey Matveyev,805338822,Start,147.3
24671,Russia,Pavel Andreyevich Shuvalov,805339242,Start,147.3
24672,Russia,Peter Ivanovich Shuvalov,805339335,Stub,147.3
24673,Russia,Dmitry Tolstoy,805339944,Start,147.3
24674,Russia,Pyotr Andreyevich Tolstoy,805340765,C,147.3
24675,Russia,Maria Kozhevnikova,805349341,Start,147.3
24676,Russia,Aleksandr Karelin,805372112,C,147.3
24677,Russia,Vladimir Fyodorovich Adlerberg,805378504,B,147.3
24678,Russia,German Sadulaev,805378651,GA,147.3
24679,Russia,Rashid Nurgaliyev,805491526,C,147.3
24680,Russia,Alexander Chernyshyov,805511855,Start,147.3
24681,Russia,Vadim Dengin,805550655,GA,147.3
24682,Russia,Georgy Beregovoy,805620546,Start,147.3
24683,Russia,Maxim Oreshkin,805641174,Start,147.3
24684,Russia,Dmitry Milyutin,805764416,C,147.3
24685,Russia,Alexander Sergeyevich Makarov,805765267,Start,147.3
24686,Russia,Igor Lebedev (politician),805787453,Start,147.3
24687,Russia,The Anarchist Prince,805789472,Start,147.3
24688,Russia,Dmitry Peskov,805818257,Start,147.3
24689,Russia,Leonid Kalashnikov,805831538,B,147.3
24690,Russia,Vladimir Kashin,805831603,Start,147.3
24691,Russia,Dmitry Novikov,805832297,C,147.3
24692,Russia,Konstantin Chernenko,805848377,Start,147.3
24693,Russia,Polina Zhemchuzhina,805926046,Start,147.3
24694,Russia,Lev Kamenev,805929146,Start,147.3
24695,Russia,V. Volodarsky,805931981,B,147.3
24696,Russia,Heydar Aliyev,806053636,Start,147.3
24697,Russia,Samuil Greig,806082081,C,147.3
24698,Russia,Evgeny Markin,806088256,Stub,147.3
24699,Russia,Sergei Pugachev,806154997,Start,147.3
24700,Russia,Struve family,806161678,C,147.3
24701,Russia,Justas Paleckis,806175687,Start,147.3
24702,Russia,Sergei Obukhov,806201160,Stub,147.3
24703,Russia,Roman Abramovich,806204233,Start,147.3
24704,Russia,Yury Kokov,806206941,Stub,147.3
24705,Russia,Alexander Stroganov,806225589,Stub,147.3
24706,Russia,Marat Khusnullin,806231584,Stub,147.3
24707,Russia,Alexander Sergeyevich Yakovlev,806241353,C,147.3
24708,Russia,Andrei Vladimirovich Bogdanov,806248989,C,147.3
24709,Russia,Garry Kasparov,806275469,C,147.3
24710,Russia,Igor Levitin,806370452,C,147.3
24711,Russia,Vasily Skalon,806437433,GA,147.3
24712,Russia,Mikhail Gorbachev,806492920,Stub,147.3
24713,Russia,Yury Skuratov,806596118,Start,147.3
24714,Russia,Mikhail Fridman,806695872,B,147.3
24715,Russia,Nikolai Petrovsky,806710923,B,147.3
24716,Russia,Roald Sagdeev,806739721,Start,147.3
24717,Russia,Georgy Chicherin,806787463,Stub,147.3
24718,Russia,Grigory Potemkin,806805965,B,147.3
24719,Russia,Grigory Yavlinsky,806806045,Stub,147.3
24720,Russia,Andrey Razumovsky,806820088,Stub,147.3
24721,Russia,Boris Nemtsov,806823521,C,147.3
24722,Russia,Levan Gogoberidze,806838834,Start,147.3
24723,Russia,Mikheil Kakhiani,806838847,C,147.3
24724,Russia,Leon Trotsky,806850604,B,147.3
24725,Russia,Aslan Dzharimov,806868634,C,147.3
24726,Russia,Vladislav Tretiak,806895208,Stub,147.3
24727,Russia,Semyon Lavochkin,806910655,FA,147.3
24728,Russia,Mikhail Tereshchenko,806913211,Stub,147.3
24729,Russia,Matvey Skobelev,806917619,GA,147.3
24730,Russia,Yekaterina Kuskova,806918552,Start,147.3
24731,Russia,Pavel Ryabushinsky,806918857,C,147.3
24732,Russia,Andrei Ivanovich Shingarev,806919183,C,147.3
24733,Russia,Vladimir Kuzmin-Karavayev,806928362,FA,147.3
24734,Russia,Sergey Mitrokhin,806943108,C,147.3
24735,Russia,Alexander Veshnyakov,806991055,C,147.3
24736,Russia,Anatoly Lunacharsky,807016165,B,147.3
24737,Russia,Sergei Witte,807077628,Stub,147.3
24738,Russia,Sofia Panina,807103079,Stub,147.3
24739,Russia,Valentina Tereshkova,807140934,GA,147.3
24740,Russia,Valery Gazzaev,807184804,Stub,147.3
24741,Russia,Vladimir Zhirinovsky,807204641,C,147.3
24742,Russia,Lyudmila Narusova,807207036,Start,147.3
24743,Russia,Pavel Borodin,807227876,C,147.3
24744,Russia,Tatyana Yumasheva,807243616,C,147.3
24745,Russia,Dmitri Bantysh-Kamensky,807277125,B,147.3
24746,Russia,Igor Sechin,807278481,Start,147.3
24747,Russia,Alexey Ulyukaev,807279211,Start,147.3
24748,Russia,Maria Gaidar,807283488,Stub,147.3
24749,Russia,Lavrentiy Beria,807293910,Stub,147.3
24750,Russia,Yevgeny Savchenko,807310583,Start,147.3
24751,Russia,Vladimir Lenin,807340102,C,147.3
24752,Russia,Joseph Stalin,807340998,FA,147.3
24753,Russia,Marat Safin,807343155,C,147.3
24754,Russia,Natalya Narochnitskaya,807343220,C,147.3
24755,Russia,Saparmurat Niyazov,807345693,Start,147.3
24756,Russia,Sergey Kirov,807355042,B,147.3
24757,Russia,Catherine the Great,807355465,Start,147.3
24758,Russia,Benyamin Kayurov,807367892,Start,147.3
24759,Russia,Vladimir Dzhanibekov,807373913,Start,147.3
24760,Russia,Yulia Shoygu,807375276,C,147.3
24761,Russia,Boris Bugayev,807380909,C,147.3
24762,Russia,Alexander Kerensky,807415221,Stub,147.3
24763,Russia,Mikhail Prokhorov,807444705,GA,147.3
24764,Russia,Mark Feygin,807475576,C,147.3
24765,Tanzania,Template:Tanzania-mayor-stub,446465586,Stub,59.1
24766,Tanzania,Template:Tanzania-politician-stub,446468308,FA,59.1
24767,Tanzania,Template:Tanzania-diplomat-stub,549366748,FA,59.1
24768,Tanzania,Hemed Khamis,585894477,C,59.1
24769,Tanzania,Jeremiah Kasambala,629818376,Start,59.1
24770,Tanzania,Faida Mohamed Bakar,671029717,C,59.1
24771,Tanzania,Rosebud Kurwijila,699701755,C,59.1
24772,Tanzania,Remidus E. Kissassi,705961390,B,59.1
24773,Tanzania,Haji Mussa Kitole,706183416,Stub,59.1
24774,Tanzania,Jumbe Rajab Jumbe,706281586,Start,59.1
24775,Tanzania,Leonard Shayo,706495975,Start,59.1
24776,Tanzania,Sengondo Mvungi,706496028,Start,59.1
24777,Tanzania,Paul Henry Kyara,706496086,C,59.1
24778,Tanzania,Mohamed Rished Abdallah,709790631,C,59.1
24779,Tanzania,Juma Akukweti,709790778,C,59.1
24780,Tanzania,Ali Haji Ali,709790909,Stub,59.1
24781,Tanzania,Riziki Omar Juma,709979454,Stub,59.1
24782,Tanzania,Haji Mwita Haji,709979697,Stub,59.1
24783,Tanzania,Zainab Amir Gama,709979729,Stub,59.1
24784,Tanzania,Stephen Jones Galinoma,709979742,Stub,59.1
24785,Tanzania,Hassan Chande Kigwalilo,709980087,Stub,59.1
24786,Tanzania,Salim Abdallah Khalfan,709980224,Stub,59.1
24787,Tanzania,Stanley Kevela,709980237,Stub,59.1
24788,Tanzania,Nazir Karamagi,709980378,Start,59.1
24789,Tanzania,Phares Kashemeza Kabuye,709980475,Stub,59.1
24790,Tanzania,Siraju Juma Kaboyonga,709980489,Stub,59.1
24791,Tanzania,Batilda Salha Burian,710911346,Stub,59.1
24792,Tanzania,Ameir Ali Ameir,712050205,Stub,59.1
24793,Tanzania,Joel Bendera,712068906,Stub,59.1
24794,Tanzania,Maua Abeid Daftari,712082170,Stub,59.1
24795,Tanzania,Ali Mwinyigogo,712766657,Stub,59.1
24796,Tanzania,Patrick Chokala,714688037,Stub,59.1
24797,Tanzania,Jaka Mwambi,714862657,Stub,59.1
24798,Tanzania,Meryce Mussa Emmanuel,715165020,Stub,59.1
24799,Tanzania,Paschal Constantine Degera,717702453,Stub,59.1
24800,Tanzania,Rajab Ahmad Juma,718036963,Stub,59.1
24801,Tanzania,Simeon Laiseri,722809464,Stub,59.1
24802,Tanzania,Kleist Sykes,723316359,Stub,59.1
24803,Tanzania,Philip Mangula,723484442,Stub,59.1
24804,Tanzania,Yusuf Makamba,723774726,Stub,59.1
24805,Tanzania,Wilson Mukama,723777455,Stub,59.1
24806,Tanzania,Horace Kolimba,723777527,Stub,59.1
24807,Tanzania,Timothy Apiyo,723948684,Stub,59.1
24808,Tanzania,Teddy Louise Kasella-Bantu,724510861,Stub,59.1
24809,Tanzania,Ame Pandu Ame,724678968,Stub,59.1
24810,Tanzania,John Heche,724859665,Stub,59.1
24811,Tanzania,Mateo Qares,725029600,Stub,59.1
24812,Tanzania,Geoffrey Charles Lawrence,725284673,Stub,59.1
24813,Tanzania,Mbegha,727994519,Start,59.1
24814,Tanzania,Kimweri ye Nyumbai,728211265,GA,59.1
24815,Tanzania,Ali Mohamed Shein,730428322,Start,59.1
24816,Tanzania,Nuru Awadhi Bafadhili,732171396,Stub,59.1
24817,Tanzania,Frederick Sumaye,734019080,Stub,59.1
24818,Tanzania,John Mwakangale,735190518,Start,59.1
24819,Tanzania,Felister Aloyce Bura,735636657,Stub,59.1
24820,Tanzania,Bibi Titi Mohammed,735737567,Stub,59.1
24821,Tanzania,Amani W. A. Kabourou,738088103,Stub,59.1
24822,Tanzania,Fatma Abdulhabib Fereji,738480484,Stub,59.1
24823,Tanzania,Bakari Shamis Faki,738480491,Stub,59.1
24824,Tanzania,Hassan Rajab Khatib,738480504,Stub,59.1
24825,Tanzania,Mwajuma Hassan Khamis,738480508,Stub,59.1
24826,Tanzania,Mgeni Jadi Kadika,738480520,Stub,59.1
24827,Tanzania,Abdullah Mwinyi,742237674,Stub,59.1
24828,Tanzania,Issa Kassim Issa,743920089,Stub,59.1
24829,Tanzania,Ania Said Chaurembo,744275097,Stub,59.1
24830,Tanzania,Roland Brown,745120445,Start,59.1
24831,Tanzania,Aziza Sleyum Ally,745750306,Stub,59.1
24832,Tanzania,Shoka Khamis Juma,745800872,Stub,59.1
24833,Tanzania,Emmanuel Makaidi,746367950,Stub,59.1
24834,Tanzania,Mirambo,746935238,Start,59.1
24835,Tanzania,Abubakar Khamis Bakary,749363493,Stub,59.1
24836,Tanzania,Athumani S. Janguo,749488069,Stub,59.1
24837,Tanzania,Juma Duni Haji,750357494,C,59.1
24838,Tanzania,Omar Ali Juma,752223339,Start,59.1
24839,Tanzania,Ali Tarab Ali,757666866,Stub,59.1
24840,Tanzania,Zakia Meghji,760150452,Stub,59.1
24841,Tanzania,Samuel Mchele Chitalilo,761236986,Stub,59.1
24842,Tanzania,Saleh Ali Farrah,762483439,Stub,59.1
24843,Tanzania,List of Speakers of the National Assembly of Tanganyika,769153954,Stub,59.1
24844,Tanzania,Ahmed Hassan Diria,773024393,Stub,59.1
24845,Tanzania,Amina Salum Ali,776699041,Stub,59.1
24846,Tanzania,Johnson Mwanyika,777303881,Stub,59.1
24847,Tanzania,Juma Ngasongwa,777808010,Stub,59.1
24848,Tanzania,Abdulrahman Kinana,779721627,Stub,59.1
24849,Tanzania,Rashidi Kawawa,780260342,Stub,59.1
24850,Tanzania,Vuai Abdallah Khamis,783047507,Stub,59.1
24851,Tanzania,Feetham Filipo Banyikwa,783052525,Stub,59.1
24852,Tanzania,Charles N. Keenja,783143945,Stub,59.1
24853,Tanzania,Tulia Ackson,783462162,Start,59.1
24854,Tanzania,Michael Laizer,783828906,Stub,59.1
24855,Tanzania,Kimweri Mputa Magogo,786181650,Start,59.1
24856,Tanzania,Sam Joseph Ntiro,786217752,Start,59.1
24857,Tanzania,Liberata Mulamula,786327860,Stub,59.1
24858,Tanzania,Pius Msekwa,787321208,Stub,59.1
24859,Tanzania,Mwadini Abbas Jecha,787343275,Stub,59.1
24860,Tanzania,Abdisalaam Issa Khatib,787391321,Stub,59.1
24861,Tanzania,Abdullah Kassim Hanga,787405667,Stub,59.1
24862,Tanzania,Bonnah Kaluwa,787750001,Start,59.1
24863,Tanzania,Halima Abdallah Bulembo,787761659,Stub,59.1
24864,Tanzania,Charles Muguta Kajege,787984122,Stub,59.1
24865,Tanzania,Aisha Omar Kigoda,787997453,Stub,59.1
24866,Tanzania,Tuvako Manongi,788040381,Stub,59.1
24867,Tanzania,Rashid Abdallah,788962477,Stub,59.1
24868,Tanzania,Abdul-Aziz Abood,788962486,Stub,59.1
24869,Tanzania,Abdalla Ali,788962499,Stub,59.1
24870,Tanzania,Juma Ali,788962502,Stub,59.1
24871,Tanzania,Mbarouk Ali,788962504,Stub,59.1
24872,Tanzania,Hussein Amar,788962507,Stub,59.1
24873,Tanzania,Abdallah Ameir,788962511,Stub,59.1
24874,Tanzania,Kheri Ameir,788962514,Stub,59.1
24875,Tanzania,Abdulsalaam Amer,788962520,Stub,59.1
24876,Tanzania,Said Arfi,788962521,Stub,59.1
24877,Tanzania,Idd Azzan,788962538,Stub,59.1
24878,Tanzania,Omary Badwel,788962541,Stub,59.1
24879,Tanzania,Salum Barwany,788962547,Stub,59.1
24880,Tanzania,Gosbert Blandes,788962552,Stub,59.1
24881,Tanzania,Lolesia Bukwimba,788962554,Stub,59.1
24882,Tanzania,Selemani Bungara,788962559,Stub,59.1
24883,Tanzania,Agripina Buyogera,788962566,Stub,59.1
24884,Tanzania,Saidi Bwanamdogo,788962568,Stub,59.1
24885,Tanzania,Jerome Bwanausi,788962570,Stub,59.1
24886,Tanzania,Kisyeri Chambiri,788962709,Stub,59.1
24887,Tanzania,Cyril Chami,788962714,Stub,59.1
24888,Tanzania,Pindi Chana,788962806,Stub,59.1
24889,Tanzania,John Cheyo,788962932,Stub,59.1
24890,Tanzania,Amina Chifupa,788963094,Stub,59.1
24891,Tanzania,Mathias Chikawe,788963144,Stub,59.1
24892,Tanzania,Christopher Chiza,788963342,Stub,59.1
24893,Tanzania,Muhammad Chomboh,788963343,Stub,59.1
24894,Tanzania,Amina Clement,788963346,Stub,59.1
24895,Tanzania,Hasnain Dewji,788963349,Stub,59.1
24896,Tanzania,Hawa Ghasia,788963378,Start,59.1
24897,Tanzania,Ali Juma Haji,788963381,Stub,59.1
24898,Tanzania,Khatib Haji,788963387,Stub,59.1
24899,Tanzania,Hamad Ali Hamad,788963434,Stub,59.1
24900,Tanzania,Aeshi Hilaly,788963439,Stub,59.1
24901,Tanzania,Terezya Huvisa,788963454,Stub,59.1
24902,Tanzania,Yahya Kassim Issa,788963473,Stub,59.1
24903,Tanzania,Waride Jabu,788963479,Stub,59.1
24904,Tanzania,Jaddy Simai Jaddy,788963484,Stub,59.1
24905,Tanzania,Juma Sururu Juma,788963515,Stub,59.1
24906,Tanzania,Hamoud Jumaa,788963520,Stub,59.1
24907,Tanzania,David Kafulila,788963589,Stub,59.1
24908,Tanzania,Khamis Kagasheki,788963627,Start,59.1
24909,Tanzania,Moshi Kakoso,788963649,Stub,59.1
24910,Tanzania,Innocent Kalogeris,788963655,Stub,59.1
24911,Tanzania,Titus Kamani,788963671,Stub,59.1
24912,Tanzania,Sinkamba Kandege,788963675,Stub,59.1
24913,Tanzania,Juma Kapuya,788963681,Stub,59.1
24914,Tanzania,Mariam Kasembe,788963689,Stub,59.1
24915,Tanzania,Sylvester Kasulumbayi,788963696,Stub,59.1
24916,Tanzania,Eustace Katagira,788963706,Stub,59.1
24917,Tanzania,Shukuru Kawambwa,788963710,Stub,59.1
24918,Tanzania,Vita Kawawa,788963712,Stub,59.1
24919,Tanzania,Stephen Kebwe,788963733,Stub,59.1
24920,Tanzania,Ally Keissy,788963735,Stub,59.1
24921,Tanzania,Kheir Khamis,788963746,Stub,59.1
24922,Tanzania,Sadifa Khamis,788963749,Stub,59.1
24923,Tanzania,Salim Khamis,788963752,Stub,59.1
24924,Tanzania,Yussuf Khamis,788963757,Stub,59.1
24925,Tanzania,Muhammed Seif Khatib,788963766,Stub,59.1
24926,Tanzania,Aliko Kibona,788963771,Stub,59.1
24927,Tanzania,Juma Hassan Killimbah,788963789,Stub,59.1
24928,Tanzania,Modestus Kilufi,788963981,Stub,59.1
24929,Tanzania,Fuya Godwin Kimbita,788963984,Stub,59.1
24930,Tanzania,Charles Kitwanga,788964005,Stub,59.1
24931,Tanzania,Highness Kiwia,788964013,Stub,59.1
24932,Tanzania,Silvestry Koka,788964018,Stub,59.1
24933,Tanzania,John Komba,788964063,Stub,59.1
24934,Tanzania,Kombo Khamis Kombo,788964131,Stub,59.1
24935,Tanzania,Suleiman Omar Kumchaya,788964145,Stub,59.1
24936,Tanzania,William Jonathan Kusila,788964158,Stub,59.1
24937,Tanzania,Godbless Lema,788964179,Stub,59.1
24938,Tanzania,James Lembeli,788964194,Stub,59.1
24939,Tanzania,Castor Raphael Ligallama,788964209,Stub,59.1
24940,Tanzania,Festus Limbu,788964221,Stub,59.1
24941,Tanzania,Alphaxard Lugola,788964263,Stub,59.1
24942,Tanzania,Livingstone Lusinde,788964271,Stub,59.1
24943,Tanzania,John Lwanji,788964280,Stub,59.1
24944,Tanzania,Gerson Lwenge,788964283,Stub,59.1
24945,Tanzania,Clemence Beatus Lyamba,788964292,Stub,59.1
24946,Tanzania,Mahadhi Maalim,788964313,Stub,59.1
24947,Tanzania,Sylvester Mabumba,788964359,Stub,59.1
24948,Tanzania,Moses Machali,788964376,Stub,59.1
24949,Tanzania,Salvatory Machemli,788964394,Stub,59.1
24950,Tanzania,Ezekiel Maige,788964442,Stub,59.1
24951,Tanzania,Amos Makalla,788964469,Stub,59.1
24952,Tanzania,Ramo Makani,788964485,Stub,59.1
24953,Tanzania,Ignas Malocha,788964540,Stub,59.1
24954,Tanzania,Ramadhani Athumani Maneno,788964546,Stub,59.1
24955,Tanzania,Murtaza Mangungu,788964551,Stub,59.1
24956,Tanzania,Shanif Mansoor,788964560,Stub,59.1
24957,Tanzania,Hamad Masauni,788964618,Stub,59.1
24958,Tanzania,Stephen Masele,788964651,Stub,59.1
24959,Tanzania,Zubeir Ali Maulid,788964689,Stub,59.1
24960,Tanzania,Antony Mbassa,788964773,Stub,59.1
24961,Tanzania,James Mbatia,788964822,Stub,59.1
24962,Tanzania,Monica Ngezi Mbega,788964826,Stub,59.1
24963,Tanzania,Janet Mbene,788964830,Stub,59.1
24964,Tanzania,Halima Mdee,788964848,Stub,59.1
24965,Tanzania,Athuman Mfutakamba,788964869,Stub,59.1
24966,Tanzania,Feteh Saad Mgeni,788964872,Stub,59.1
24967,Tanzania,Mahmoud Mgimwa,788964886,Stub,59.1
24968,Tanzania,Laus Omar Mhina,788964940,Stub,59.1
24969,Tanzania,Zabein Mhita,788964963,Stub,59.1
24970,Tanzania,Desderius Mipata,788965032,Stub,59.1
24971,Tanzania,Faith Mitambo,788965076,Stub,59.1
24972,Tanzania,Felix Mkosamali,788965118,Stub,59.1
24973,Tanzania,Mustafa Mkulo,788965176,Stub,59.1
24974,Tanzania,Mohamed Mnyaa,788965250,Stub,59.1
24975,Tanzania,John Mnyika,788965258,Stub,59.1
24976,Tanzania,Rajab Mohammed,788965286,Stub,59.1
24977,Tanzania,Philip Mpango,788965338,Stub,59.1
24978,Tanzania,Luhaga Mpina,788965349,Stub,59.1
24979,Tanzania,Basil Mramba,788965389,Stub,59.1
24980,Tanzania,Assumpter Mshama,788965446,Stub,59.1
24981,Tanzania,Peter Msigwa,788965456,Stub,59.1
24982,Tanzania,Peter Msolla,788965468,Stub,59.1
24983,Tanzania,Saidi Mtanda,788965482,Stub,59.1
24984,Tanzania,Abdul Mteketa,788965496,Stub,59.1
24985,Tanzania,Abbas Zuberi Mtemvu,788965519,Stub,59.1
24986,Tanzania,Mtutura A. Mtutura,788965535,Stub,59.1
24987,Tanzania,Fenella Mukangara,788965564,Stub,59.1
24988,Tanzania,Mussa Hassan Mussa,788965668,Stub,59.1
24989,Tanzania,Victor Mwambalaswa,788965881,Stub,59.1
24990,Tanzania,Salome Mwambu,788965905,Stub,59.1
24991,Tanzania,Luckson Mwanjale,788965934,Stub,59.1
24992,Tanzania,Charles Mwijage,788965964,Stub,59.1
24993,Tanzania,Hussein Mwinyi,788965990,Stub,59.1
24994,Tanzania,Hussein Mzee,788966074,Stub,59.1
24995,Tanzania,Mary Nagu,788966112,Stub,59.1
24996,Tanzania,Joshua Nassari,788966272,Stub,59.1
24997,Tanzania,Yusuph Nassir,788966283,Stub,59.1
24998,Tanzania,Israel Natse,788966292,Stub,59.1
24999,Tanzania,Richard Ndassa,788966400,Stub,59.1
25000,Tanzania,Faustine Ndugulile,788966447,Stub,59.1
25001,Tanzania,William Ngeleja,788966473,Stub,59.1
25002,Tanzania,Stephen Ngonyani,788966489,Stub,59.1
25003,Tanzania,Ahmed Ngwali,788966512,Stub,59.1
25004,Tanzania,Hassan Ngwilizi,788966747,Stub,59.1
25005,Tanzania,Juma Nkamia,788966792,Stub,59.1
25006,Tanzania,Albert Ntabaliba,788966870,Stub,59.1
25007,Tanzania,Deogratias Ntukamazina,788966884,Stub,59.1
25008,Tanzania,Omari Nundu,788966895,Stub,59.1
25009,Tanzania,Nyambari Nyangwine,788966924,Stub,59.1
25010,Tanzania,Vincent Nyerere,788966935,Stub,59.1
25011,Tanzania,Lameck Okambo,788966948,Stub,59.1
25012,Tanzania,Goodluck Ole-Medeye,788966958,Stub,59.1
25013,Tanzania,Christopher Ole-Sendeka,788967000,Stub,59.1
25014,Tanzania,Rashid Omar,788967029,Stub,59.1
25015,Tanzania,Suleiman Omar,788967040,Stub,59.1
25016,Tanzania,Meshack Opulukwa,788967055,Stub,59.1
25017,Tanzania,Saleh Pamba,788967067,Stub,59.1
25018,Tanzania,Abdallah Possi,788967090,Stub,59.1
25019,Tanzania,Ismail Rage,788967114,Stub,59.1
25020,Tanzania,Seif Rashidi,788967140,Stub,59.1
25021,Tanzania,Jason Rweikiza,788967169,Stub,59.1
25022,Tanzania,Abdulla Saadalla,788967183,Stub,59.1
25023,Tanzania,Said Suleiman Said,788967212,Stub,59.1
25024,Tanzania,Ramadhan Saleh,788967221,Stub,59.1
25025,Tanzania,Deo Sanga,788967287,Stub,59.1
25026,Tanzania,Ali Khamis Seif,788967485,Stub,59.1
25027,Tanzania,Joseph Selasini Shao,788967492,Stub,59.1
25028,Tanzania,Peter Serukamba,788967503,Stub,59.1
25029,Tanzania,Ahmed Shabiby,788967516,Stub,59.1
25030,Tanzania,Haroub Shamis,788967590,Stub,59.1
25031,Tanzania,Henry Shekifu,788967603,Stub,59.1
25032,Tanzania,Beatrice Shellukindo,788967776,Stub,59.1
25033,Tanzania,John Shibuda,788968808,Stub,59.1
25034,Tanzania,Pereira Silima,788968839,Stub,59.1
25035,Tanzania,David Silinde,788968880,Stub,59.1
25036,Tanzania,Sophia Simba,788968894,Stub,59.1
25037,Tanzania,Samuel Sitta,788969049,Stub,59.1
25038,Tanzania,Jitu Soni,788969081,Stub,59.1
25039,Tanzania,Haroun Suleiman,788969097,Start,59.1
25040,Tanzania,Suleiman M. Suleiman,788969110,Stub,59.1
25041,Tanzania,Shaffin Sumar,788969126,Stub,59.1
25042,Tanzania,Jeremiah Sumari,788969148,Stub,59.1
25043,Tanzania,Kaika Telele,788969165,Stub,59.1
25044,Tanzania,Gregory Teu,788969188,Stub,59.1
25045,Tanzania,Salim Turky,788969243,Stub,59.1
25046,Tanzania,Ezekia Wenje,788969308,Stub,59.1
25047,Tanzania,Godfrey Zambi,788969369,Stub,59.1
25048,Tanzania,Selemani Zedi,788969854,Stub,59.1
25049,Tanzania,Said Zubeir,788969954,Stub,59.1
25050,Tanzania,Mussa Zungu,788969974,Stub,59.1
25051,Tanzania,Ahmed Salum,788969993,Stub,59.1
25052,Tanzania,Hezekiah Chibulunje,788972681,Stub,59.1
25053,Tanzania,John Chiligati,788972792,Stub,59.1
25054,Tanzania,Lawrence Gama,788972927,Stub,59.1
25055,Tanzania,Parmukh Singh Hoogan,788972932,Stub,59.1
25056,Tanzania,Diodorus Kamala,788972937,Stub,59.1
25057,Tanzania,Abdallah Kigoda,788972942,Stub,59.1
25058,Tanzania,Milton Mahanga,788972999,Stub,59.1
25059,Tanzania,Kighoma Malima,788973010,Start,59.1
25060,Tanzania,Philip Marmo,788973017,Stub,59.1
25061,Tanzania,Wilson Masilingi,788973021,Stub,59.1
25062,Tanzania,Simon Mbilinyi,788973027,Stub,59.1
25063,Tanzania,Mariam Mfaki,788973031,Stub,59.1
25064,Tanzania,Mohamed Missanga,788973041,Stub,59.1
25065,Tanzania,Nimrod Mkono,788973046,Start,59.1
25066,Tanzania,Herbert Mntangi,788973048,Stub,59.1
25067,Tanzania,Hasnain Murji,788973626,Start,59.1
25068,Tanzania,David Mwakyusa,788973727,Stub,59.1
25069,Tanzania,Aggrey Mwanri,788973757,Stub,59.1
25070,Tanzania,Philemon Ndesamburo,788973793,Stub,59.1
25071,Tanzania,Said Nkumba,788973804,Stub,59.1
25072,Tanzania,Lucy Nkya,788973825,Stub,59.1
25073,Tanzania,Masoud Salim,788973880,Stub,59.1
25074,Tanzania,Muhammad Sanya,788973886,Start,59.1
25075,Tanzania,Abdulkarim Shah,788973912,Stub,59.1
25076,Tanzania,Adam Malima,789175960,Stub,59.1
25077,Tanzania,Anna Tibaijuka,789294810,Stub,59.1
25078,Tanzania,Abeid Karume,789711985,Stub,59.1
25079,Tanzania,Mariam Omar (politician),789814452,Stub,59.1
25080,Tanzania,Khadija Salum Ally Al-Qassmy,789814467,Start,59.1
25081,Tanzania,Anna Senkoro,789814494,Stub,59.1
25082,Tanzania,Maida Abdallah,789814541,Stub,59.1
25083,Tanzania,Salum Khalfani Bar'wani,789814699,Stub,59.1
25084,Tanzania,Elizabeth Nkunda Batenga,789814762,Stub,59.1
25085,Tanzania,Diana Mkumbo Chilolo,789814791,Stub,59.1
25086,Tanzania,Josephine Johnson Genzabuke,789814812,Stub,59.1
25087,Tanzania,Zuleikha Yunus Haji,789814938,Stub,59.1
25088,Tanzania,Maria Ibeshi Hewa,789814956,Stub,59.1
25089,Tanzania,Asha Mshimba Jecha,789815002,Stub,59.1
25090,Tanzania,Janet Bina Kahama,789815013,Stub,59.1
25091,Tanzania,Anna Komu,789815056,Stub,59.1
25092,Tanzania,Mwele Ntuli Malecela,789815157,Stub,59.1
25093,Tanzania,Mwigulu Nchemba,789989447,Stub,59.1
25094,Tanzania,Juma Mwapachu,790053774,Stub,59.1
25095,Tanzania,Bahati Ali Abeid,790441234,Stub,59.1
25096,Tanzania,Benedict Ole-Nangoro,791079359,Stub,59.1
25097,Tanzania,Binilith Mahenge,791493199,Stub,59.1
25098,Tanzania,Khalifa Suleiman Khalifa,792699334,Stub,59.1
25099,Tanzania,Harrison Mwakyembe,793134850,Stub,59.1
25100,Tanzania,Celina Kombani,793436210,Stub,59.1
25101,Tanzania,Chabaka Kilumanga,793531133,Stub,59.1
25102,Tanzania,Chief Mkwawa,793937971,Stub,59.1
25103,Tanzania,Abdulrahman Mohamed Babu,794186162,Stub,59.1
25104,Tanzania,Joyce Ndalichako,795563728,C,59.1
25105,Tanzania,Salma Kikwete,795821594,C,59.1
25106,Tanzania,Ali Muhsin al-Barwani,796434031,Stub,59.1
25107,Tanzania,Kingunge Ngombale–Mwiru,796720160,Stub,59.1
25108,Tanzania,Nape Nnauye,796743415,Stub,59.1
25109,Tanzania,Al-Shymaa Kway-Geer,796933704,Stub,59.1
25110,Tanzania,Anne Makinda,797226900,Stub,59.1
25111,Tanzania,Al Noor Kassum,797892104,Stub,59.1
25112,Tanzania,Kulikoyela Kahigi,798328801,Stub,59.1
25113,Tanzania,Mohammed Abdulaziz,799023359,Stub,59.1
25114,Tanzania,Muhammad Shamte Hamadi,799047241,Stub,59.1
25115,Tanzania,David Mallole,799193622,Stub,59.1
25116,Tanzania,Stergomena Tax,799545443,Stub,59.1
25117,Tanzania,Adam Kimbisa,799561072,Stub,59.1
25118,Tanzania,Amir Abedi,799561228,Stub,59.1
25119,Tanzania,Deo Filikunjombe,799652258,Start,59.1
25120,Tanzania,Donald Max,800304105,Stub,59.1
